Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
1702,143235,20.04.2013 01:30,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"294,413,481.60",RON,Offline,DA,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
1703,143231,20.04.2013 01:30,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"61,547,920.42",RON,Offline,DA,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
1704,143232,20.04.2013 01:30,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"187,932,414.18",RON,Offline,DA,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
1705,143236,20.04.2013 01:30,Intreprinderea de Drumuri si Poduri Gorj S.A.,15112169,Gorj,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"2,255,499.60",RON,Offline,DA,NU,60181000-0,Inchiriere de camioane cu sofer (Rev.2)
1706,143215,20.04.2013 01:30,MINISTERUL EDUCATIEI SI CERCETARII STIINTIFICE,13729380,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"16,128,300.00",RON,Offline,DA,DA,72000000-5,"Servicii IT: consultanta, dezvoltare de software, internet si asistenta (Rev.2)"
1707,143216,20.04.2013 01:30,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,376,474.00",RON,Offline,DA,NU,60180000-3,Inchiriere de vehicule de transport de marfuri cu sofer (Rev.2)
1708,143218,20.04.2013 01:30,INSTITUTUL NATIONAL DE CERCETARE - DEZVOLTARE SI INCERCARI PENTRU ELECTROTEHNICA  - ICMET CRAIOVA,RO 3871599,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"4,016,250.00",RON,Offline,DA,DA,38344000-8,Aparate de monitorizare a gradului de poluare (Rev.2)
1709,143253,20.04.2013 08:11,Municipiul Iasi,4541580,Iasi,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"14,987,078.30",RON,Offline,NU,DA,45255400-3,Lucrari de montaj (Rev.2)
1710,143254,20.04.2013 10:10,HIDROELECTRICA SA,RO 13267213,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,465,464.00",RON,Offline,NU,NU,90910000-9,Servicii de curatenie (Rev.2)
1711,143242,20.04.2013 10:17,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"42,814.00",RON,Online,NU,NU,50312300-8,Repararea si intretinerea echipamentului de retea de date (Rev.2)
1712,143245,20.04.2013 10:18,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"80,850.00",RON,Online,NU,NU,03311000-2,Pesti (Rev.2)
1713,143246,20.04.2013 10:18,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"118,414.00",EUR,Online,NU,NU,15711000-5,Hrana pentru pesti (Rev.2)
1714,143241,20.04.2013 10:21,Compania APA Brasov,R1096128,Brasov,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"90,000.00",RON,Online,NU,NU,42131160-5,Hidranti (Rev.2)
1715,143249,20.04.2013 10:25,Compania de Apa Somes S.A.,R 201217,Cluj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"942,000.00",RON,Offline,NU,NU,18100000-0,"Imbracaminte de uz profesional, imbracaminte speciala de lucru si accesorii (Rev.2)"
1716,143244,20.04.2013 10:29,SPITALUL CLINIC DE RECUPERARE IASI,4541092,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"410,472.72",RON,Online,NU,NU,33140000-3,Consumabile medicale (Rev.2)
1717,143239,21.04.2013 01:30,Filiala de Intretinere si Servicii Energetice ELECTRICA SERV -S.A.,RO 17329505,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,750,500.00",RON,Offline,DA,NU,44521210-3,Lacate (Rev.2)
1718,143248,21.04.2013 01:30,SPITALUL MUNICIPAL OLTENITA,4294138,Calarasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"625,897.39",RON,Online,DA,NU,33690000-3,Diverse medicamente (Rev.2)
1719,143255,21.04.2013 01:30,INSTITUTUL NATIONAL DE HEMATOLOGIE  TRANSFUZIONALA Prof.Dr.C.T.Nicolau,4602092,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,927,000.00",RON,Online,DA,NU,33696200-7,Reactivi pentru analize de sange (Rev.2)
1720,143257,21.04.2013 01:30,SC. HARVIZ SA,24499588,Harghita,Lucrari,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"29,276,949.00",RON,Offline,DA,DA,45000000-7,Lucrari de constructii (Rev.2)
1721,143258,21.04.2013 01:30,Sectorul 2 al Municipiului Bucuresti,4204038,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"1,801,800.00",RON,Offline,DA,NU,45000000-7,Lucrari de constructii (Rev.2)
1722,143256,21.04.2013 01:30,"Spitalul Clinic Judetean de Urgenta""Sfantul Apostol Andrei""",3126853,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"30,028,714.80",RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
1723,143251,21.04.2013 01:30,"Spitalul Clinic Judetean de Urgenta""Sfantul Apostol Andrei""",3126853,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"21,175,396.80",RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
1724,143252,21.04.2013 01:30,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"23,020,856.00",RON,Offline,DA,NU,44164300-0,Material tubular (Rev.2)
1725,143243,21.04.2013 01:30,E. ON MOLDOVA DISTRIBUTIE S.A.,RO 14493197,Iasi,Furnizare,DA,Negociere,Oferta cea mai avantajoasa d.p.d.v. economic,"42,187,391.00",RON,Offline,DA,NU,38552000-9,Contoare electronice (Rev.2)
1726,143247,21.04.2013 01:30,Directia Generala de Politie a Municipiului Bucuresti,4221160,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"2,200,000.00",RON,Offline,DA,NU,66516100-1,Servicii de asigurare de raspundere civila auto (Rev.2)
1727,143259,22.04.2013 10:30,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"447,410.00",RON,Offline,NU,NU,44164300-0,Material tubular (Rev.2)
1728,143283,22.04.2013 16:34,AGENTIA DOMENIILOR STATULUI,RO 14818116,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"93,920.00",RON,Offline,NU,NU,09132100-4,Benzina fara plumb (Rev.2)
1729,143288,22.04.2013 16:34,Regia Autonoma de Transport Bucuresti,1589886,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"354,317.50",RON,Offline,NU,NU,14620000-3,Aliaje (Rev.2)
1730,143274,22.04.2013 17:01,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"159,084.10",RON,Offline,NU,NU,44331000-9,Bare (Rev.2)
1731,143287,23.04.2013 01:30,INSPECTORATUL PENTRU SITUATII DE URGENTA VASILE GOLDIS AL JUDETULUI ARAD,3861889,Arad,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,016,129.02",RON,Online,DA,NU,09134200-9,Motorina (Rev.2)
1732,143277,23.04.2013 01:30,Judetul Bistrita-Nasaud,4347550,Bistrita-Nasaud,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"29,203,800.00",RON,Offline,DA,NU,45233141-9,Lucrari de intretinere a drumurilor (Rev.2)
1733,143294,23.04.2013 01:30,"MINISTERUL ECONOMIEI,COMERTULUI SI TURISMULUI",24931499,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,416,800.00",RON,Offline,DA,DA,79419000-4,Servicii de consultanta in domeniul evaluarii (Rev.2)
1734,143260,23.04.2013 01:30,"Spitalul Clinic ""Prof.Dr.Th.Burghele""",4283538,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,417,489.04",RON,Online,DA,NU,33690000-3,Diverse medicamente (Rev.2)
1735,143266,23.04.2013 07:26,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Prahova,2844634,Prahova,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"446,986.80",RON,Offline,NU,NU,85200000-1,Servicii veterinare (Rev.2)
1736,143276,23.04.2013 12:48,SPITALUL JUDETEAN DE URGENTA DEVA,4374385,Hunedoara,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"558,113.20",RON,Online,NU,NU,33651100-9,Antibacterieni pentru uz sistemic (Rev.2)
1737,143289,23.04.2013 12:52,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"205,000.00",RON,Offline,NU,NU,71242000-6,"Pregatire de proiecte si proiectare, estimare a costurilor (Rev.2)"
1738,143296,23.04.2013 12:56,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR SALAJ,4291778,Salaj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"273,790.00",RON,Online,NU,NU,33696500-0,Reactivi de laborator (Rev.2)
1739,143285,23.04.2013 12:59,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"665,400.00",RON,Offline,NU,NU,50222000-7,Servicii de reparare si de intretinere a materialului rulant (Rev.2)
1740,143275,23.04.2013 13:00,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"82,800.00",RON,Online,NU,NU,30197644-2,Hartie xerografica (Rev.2)
1741,143282,23.04.2013 13:01,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"540,000.00",RON,Online,NU,NU,16820000-9,Piese pentru utilaje forestiere (Rev.2)
1742,143263,23.04.2013 13:02,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"30,000.00",RON,Offline,NU,NU,71335000-5,Studii tehnice (Rev.2)
1743,143286,23.04.2013 13:07,SPITALUL JUDETEAN DE URGENTA VASLUI,3551942,Vaslui,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"338,988.00",RON,Online,NU,NU,33651400-2,Antivirale pentru uz sistemic (Rev.2)
1744,143270,23.04.2013 13:30,"Ministerul Administratiei si Internelor, Directia Generala de Informatii si Protectie  Interna",12558583,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"62,960.00",RON,Offline,NU,NU,30125110-5,Toner pentru imprimantele laser/faxuri (Rev.2)
1745,143261,23.04.2013 13:30,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"39,960.00",RON,Offline,NU,NU,42124330-6,Piese pentru compresoare de aer (Rev.2)
1746,143272,23.04.2013 13:31,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"540,642.47",RON,Offline,NU,NU,42131000-6,Robinete si vane (Rev.2)
1747,143262,23.04.2013 13:32,SOCIETATEA NATIONALA A HUILEI SA,RO31023705,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"762,126.00",RON,Offline,NU,NU,90910000-9,Servicii de curatenie (Rev.2)
1748,143303,23.04.2013 15:54,SERVICIUL PUBLIC PAVAJE SPATII VERZI,13939144,Calarasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"516,250.00",RON,Offline,NU,NU,44113610-4,Bitum (Rev.2)
1749,143308,23.04.2013 16:06,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"31,424.00",RON,Offline,NU,NU,30192000-1,Accesorii de birou (Rev.2)
1750,143267,24.04.2013 01:30,"Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""",4364594,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"676,853.40",RON,Offline,DA,NU,24911200-5,Adezivi (Rev.2)
1751,143271,24.04.2013 01:30,MUNICIPIUL BUCURESTI,4267117,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,500,000.00",EUR,Offline,DA,NU,38600000-1,Instrumente optice (Rev.2)
1752,143269,24.04.2013 01:30,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"44,093,075.00",RON,Offline,DA,NU,44164300-0,Material tubular (Rev.2)
1753,143293,24.04.2013 01:30,SPITALUL JUDETEAN DE URGENTA VASLUI,3551942,Vaslui,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,786,060.30",RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
1754,143297,24.04.2013 01:30,INSPECTORATUL GENERAL AL POLITIEI ROMANE,4453144,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"6,595,170.00",RON,Offline,DA,NU,18800000-7,Articole de incaltaminte (Rev.2)
1755,143290,24.04.2013 01:30,Institutul National de Gerontologie si Geriatrie  ANA ASLAN,4283333,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,649,799.44",RON,Offline,DA,NU,15800000-6,Diverse produse alimentare (Rev.2)
1756,143264,24.04.2013 01:30,Societatea Nationala a Sarii - SA,RO1590430,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"660,909.00",RON,Offline,DA,NU,18143000-3,Echipamente de protectie (Rev.2)
1757,143292,24.04.2013 01:30,Orasul Sannicolau Mare,4548554,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,150,661.00",RON,Offline,DA,DA,33190000-8,Diverse aparate si produse medicale (Rev.2)
1758,143281,24.04.2013 01:30,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR NEAMT,2613532,Neamt,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"858,624.50",RON,Offline,DA,NU,85200000-1,Servicii veterinare (Rev.2)
1759,143273,24.04.2013 01:30,Ministerul Sanatatii Publice,4266456,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,440,147.00",RON,Offline,DA,NU,33651680-8,Vaccinuri impotriva hepatitei B (Rev.2)
1760,143265,24.04.2013 01:30,"Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""",4364594,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"933,583.35",RON,Offline,DA,NU,31531000-7,Becuri (Rev.2)
1761,143278,24.04.2013 01:30,AGENTIA ROMANA DE SALVARE A VIETII OMENESTI PE MARE,16330145,Constanta,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"613,928.00",RON,Online,DA,NU,50241100-7,Servicii de reparare a navelor (Rev.2)
1762,143284,24.04.2013 01:30,SPITALUL JUDETEAN DE URGENTA PLOIESTI,2844545,Prahova,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"721,320.00",RON,Online,DA,NU,15331400-1,Legume in conserva si/sau la cutie (Rev.2)
1763,143268,24.04.2013 01:30,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"2,785,600.00",RON,Offline,DA,NU,50222000-7,Servicii de reparare si de intretinere a materialului rulant (Rev.2)
1764,143298,24.04.2013 01:30,Centrul National de Raspuns la Incidente de Securitate Cibernetica,28598894,Bucuresti,Servicii,NU,Licitatie restransa,Pretul cel mai scazut,"7,425,000.00",RON,Offline,DA,DA,72500000-0,Servicii informatice (Rev.2)
1765,143299,24.04.2013 09:48,ADMINISTRATIA FLUVIALA A DUNARII DE JOS RA GALATI,1644670,Galati,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"577,000.00",RON,Offline,NU,NU,50241000-6,Servicii de reparare si de intretinere a navelor (Rev.2)
1766,143305,24.04.2013 11:10,Autoritatea Nationala pentru Administrare si Reglementare in Comunicatii,14751237,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"236,256.00",RON,Offline,NU,NU,34300000-0,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)
1767,143304,24.04.2013 11:12,SERVICIUL PUBLIC PAVAJE SPATII VERZI,13939144,Calarasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"528,000.00",RON,Online,NU,NU,09134200-9,Motorina (Rev.2)
1768,143307,24.04.2013 11:13,SOCIETATEA NATIONALA A HUILEI SA,RO31023705,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"321,301.00",RON,Offline,NU,NU,60182000-7,Inchiriere de vehicule industriale cu sofer (Rev.2)
1769,143321,24.04.2013 16:22,SC COMPANIA REGIONALA DE APA BACAU SA,RO 27429315,Bacau,Furnizare,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"99,428.00",EUR,Online,NU,NU,24958200-6,Agenti de floculare (Rev.2)
1770,143318,25.04.2013 01:30,SERVICIUL PUBLIC DE GOSPODARIE COMUNALA,10929162,Arges,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"787,200.00",RON,Offline,DA,NU,09134220-5,Motorina (EN 590) (Rev.2)
1771,143301,25.04.2013 01:30,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"6,435,800.00",RON,Offline,DA,NU,50222000-7,Servicii de reparare si de intretinere a materialului rulant (Rev.2)
1772,143291,25.04.2013 01:30,Primaria Orasului Buftea,4434029,Ilfov,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"1,671,536.05",RON,Online,DA,DA,45000000-7,Lucrari de constructii (Rev.2)
1773,143331,25.04.2013 01:30,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"3,195,000.00",RON,Offline,DA,NU,79521000-2,Servicii de fotocopiere (Rev.2)
1774,143300,25.04.2013 01:30,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Galati,3553277,Galati,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"671,064.20",RON,Offline,DA,NU,85200000-1,Servicii veterinare (Rev.2)
1775,143306,25.04.2013 01:30,"Ministerul Mediului, Apelor si Padurilor",16335444,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,147,979.03",RON,Offline,DA,NU,09310000-5,Electricitate (Rev.2)
1776,143315,25.04.2013 10:12,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",4288047,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"268,000.00",RON,Online,NU,NU,30213400-9,Unitati centrale de procesare pentru computere personale (Rev.2)
1777,143316,25.04.2013 10:13,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",4288047,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"362,750.00",RON,Online,NU,NU,30213100-6,Computere portabile (Rev.2)
1778,143313,25.04.2013 10:20,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR OLT,4286410,Olt,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"313,973.20",RON,Offline,NU,NU,85200000-1,Servicii veterinare (Rev.2)
1779,143330,25.04.2013 10:21,SERVICIUL PUBLIC PAVAJE SPATII VERZI,13939144,Calarasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"564,000.00",RON,Offline,NU,NU,14212430-3,Criblura (Rev.2)
1780,143323,25.04.2013 10:22,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,098,745.00",RON,Offline,NU,NU,43200000-5,"Utilaje pentru terasamente, utilaje de excavare si piese ale acestora (Rev.2)"
1781,143324,25.04.2013 10:22,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"243,000.00",RON,Offline,NU,NU,03419200-2,Lemn de mina (Rev.2)
1782,143332,25.04.2013 10:23,SOCIETATEA NATIONALA DE INCHIDERI MINE VALEA JIULUI SA,RO30859649,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"706,333.00",RON,Offline,NU,NU,72268000-1,Servicii de furnizare de software (Rev.2)
1783,143320,26.04.2013 01:30,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"12,000,000.00",RON,Offline,DA,NU,43612000-6,Piese pentru utilaje de sonde de extractie (Rev.2)
1784,143346,26.04.2013 01:30,AGENTIA NATIONALA PENTRU RESURSE MINERALE,RO4192790,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"10,044,167.00",EUR,Offline,DA,DA,45231220-3,Lucrari de constructii de gazoducte (Rev.2)
1785,143325,26.04.2013 01:30,MUNICIPIUL BOTOSANI,3372882,Botosani,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,428,570.00",RON,Offline,DA,NU,79411000-8,Servicii generale de consultanta in management (Rev.2)
1786,143312,26.04.2013 01:30,JUDETUL VALCEA,2540929,Valcea,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"751,310.00",RON,Online,DA,DA,39700000-9,Aparate de uz casnic (Rev.2)
1787,143319,26.04.2013 01:30,"Spitalul Clinic Judetean de Urgenta""Sfantul Apostol Andrei""",3126853,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"840,000.00",RON,Online,DA,NU,38434500-1,Analizoare biochimice (Rev.2)
1788,143329,26.04.2013 01:30,CENTRUL DE PROIECTE CULTURALE AL MUNICIPIULUI BUCURESTI - ARCUB,9658744,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,763,920.00",RON,Offline,DA,NU,60400000-2,Servicii de transport aerian (Rev.2)
1789,143311,26.04.2013 01:30,SOCIETATEA NATIONALA A HUILEI SA,RO31023705,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"590,359.00",RON,Offline,DA,NU,60182000-7,Inchiriere de vehicule industriale cu sofer (Rev.2)
1790,143310,26.04.2013 01:30,Autoritatea Rutiera Româna,12059648,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,940,645.16",RON,Offline,DA,NU,79823000-9,Servicii de tiparire si de livrare (Rev.2)
1791,143327,26.04.2013 01:30,SPITALUL CLINIC JUDETEAN DE URGENTA CLUJ,4288080,Cluj,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,395,000.00",RON,Online,DA,NU,90524400-0,"Servicii de colectare, de transport si de eliminare a deseurilor spitalicesti (Rev.2)"
1792,143317,26.04.2013 01:30,SPITALUL CLINIC DE RECUPERARE CLUJ-NAPOCA,4288063,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,583,590.56",RON,Online,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
1793,143328,26.04.2013 01:30,SENATUL ROMANIEI,4284070,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,972,903.23",RON,Online,DA,NU,09132000-3,Benzina (Rev.2)
1794,143314,26.04.2013 01:30,DIRECTIA PARCURILOR SECTOR 3,14260434,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"18,921,600.00",RON,Online,DA,NU,79713000-5,Servicii de paza (Rev.2)
1795,143333,26.04.2013 01:30,COMPANIA LOCALA DE TERMOFICARE COLTERM SA,RO 16063013,Timis,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"8,637,710.00",RON,Offline,DA,NU,42961200-2,Sisteme Scada sau sisteme echivalente (Rev.2)
1796,143337,26.04.2013 11:03,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"504,000.00",RON,Offline,NU,NU,43121400-1,Echipament de interventie pentru sonde (Rev.2)
1797,143342,26.04.2013 11:04,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"247,000.00",RON,Offline,NU,NU,34350000-5,Pneuri pentru sarcina mica si mare (Rev.2)
1798,143344,26.04.2013 11:05,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"40,000.00",RON,Online,NU,NU,30197644-2,Hartie xerografica (Rev.2)
1799,143345,26.04.2013 11:06,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"89,800.00",RON,Online,NU,NU,39224000-8,"Maturi, perii si alte articole de diverse tipuri (Rev.2)"
1800,143343,26.04.2013 11:18,S.C Filiala de Distributie a Energiei  Electrice - Electrica Distributie Muntenia Nord S.A.,RO14506181,Prahova,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"400,000.00",RON,Offline,NU,NU,48600000-4,Pachete software pentru baze de date si operare (Rev.2)
1801,143339,26.04.2013 11:23,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"237,547.00",RON,Offline,NU,NU,31211300-1,Sigurante (Rev.2)
1802,143353,26.04.2013 11:35,SOCIETATEA NATIONALA A HUILEI SA,RO31023705,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"577,170.00",RON,Offline,NU,NU,60180000-3,Inchiriere de vehicule de transport de marfuri cu sofer (Rev.2)
