Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
2229,118098,29.03.2011 13:00,COMPLEXUL ENERGETIC ROVINARI SA,RO16302439,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"174,600.00",RON,Offline,NU,NU,43640000-1,Piese pentru excavatoare (Rev.2)
2230,118164,29.03.2011 13:06,Filiala de Distributie a Energiei Electrice  ELECTRICA  DISTRIBUTIE TRANSILVANIA NORD S.A.,RO14476722,Cluj,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"418,313.30",RON,Offline,NU,NU,45310000-3,Lucrari de instalatii electrice (Rev.2)
2231,118095,29.03.2011 13:08,"Spitalul Clinic Judetean de Urgenta""Sfantul Apostol Andrei""",3126853,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"225,148.70",RON,Online,NU,NU,33652100-6,Antineoplazice (Rev.2)
2232,118126,29.03.2011 13:24,Directia Generala de Asistenta Sociala si Protectia Copilului Sector 2,17093691,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"196,079.60",RON,Offline,NU,NU,15411200-4,Ulei pentru gatit (Rev.2)
2233,118151,29.03.2011 13:30,REGIA AUTONOMA PENTRU ACTIVITATI NUCLEARE,RO10882752,Mehedinti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"632,210.00",RON,Offline,NU,NU,14622000-7,Otel (Rev.2)
2234,118148,29.03.2011 13:36,"SPITALUL JUDETEAN DE URGENTA ""SF. PANTELIMON"" FOCSANI",4350505,Vrancea,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"53,647.00",RON,Online,NU,NU,33651100-9,Antibacterieni pentru uz sistemic (Rev.2)
2235,118152,29.03.2011 13:43,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"149,736.00",RON,Offline,NU,NU,79713000-5,Servicii de paza (Rev.2)
2236,118150,29.03.2011 13:45,INSTITUTUL DE BIOLOGIE BUCURESTI,4183326,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"396,000.00",RON,Offline,NU,DA,42513200-7,Echipamente de refrigerare (Rev.2)
2237,118128,29.03.2011 14:36,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"385,000.00",RON,Offline,NU,NU,33696200-7,Reactivi pentru analize de sange (Rev.2)
2238,118155,29.03.2011 16:00,INSTITUTUL DE BIOLOGIE BUCURESTI,4183326,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"352,000.00",RON,Offline,NU,DA,42931120-8,Centrifuge de masa (Rev.2)
2239,118162,29.03.2011 16:43,APASERV SATU MARE S.A.,RO16844952,Satu Mare,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"865,000.00",RON,Offline,NU,NU,34144410-5,Vidanjoare (Rev.2)
2240,118160,29.03.2011 16:43,Casa Corpului Didactic Cluj,7929740,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"165,900.00",RON,Offline,NU,DA,30200000-1,Echipament si accesorii pentru computer (Rev.2)
2241,118161,29.03.2011 16:47,Casa Corpului Didactic Cluj,7929740,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"165,900.00",RON,Offline,NU,DA,30200000-1,Echipament si accesorii pentru computer (Rev.2)
2242,118165,29.03.2011 16:54,SOCIETATEA NATIONALA A LIGNITULUI OLTENIA S.A. TG-JIU,RO16306589,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"98,062.00",RON,Offline,NU,NU,50531000-6,Servicii de reparare si de intretinere a masinilor neelectrice (Rev.2)
2243,118173,29.03.2011 17:09,Spitalul Municipal Dimitrie Castroian Husi,4359628,Vaslui,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"152,950.00",RON,Offline,NU,NU,33651300-1,Antimicobacteriacee (Rev.2)
2244,118346,30.03.2011 01:30,METROREX S.A.,RO 13863739,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"46,485,495.00",RON,Offline,DA,NU,09310000-5,Electricitate (Rev.2)
2245,118129,30.03.2011 01:30,Spitalul Clinic Colentina,4283929,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,070,700.00",RON,Offline,DA,NU,33141700-7,Accesorii ortopedice (Rev.2)
2246,118111,30.03.2011 01:30,Administratia Domeniului Public Pitesti,RO 4122213,Arges,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,350,000.00",RON,Offline,DA,NU,44113610-4,Bitum (Rev.2)
2247,118123,30.03.2011 01:30,ADMINISTRATIA BAZINALA DE APA  SOMES TISA,RO 18269681,Cluj,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"102,815,478.74",RON,Offline,DA,NU,45246000-3,Lucrari de regularizare a cursurilor de apa si a viiturilor (Rev.2)
2248,118141,30.03.2011 01:30,Municipiul Timisoara,14756536,Timis,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"109,126,310.00",RON,Offline,DA,DA,45253200-7,Lucrari de constructii de statii de desulfurare (Rev.2)
2249,118102,30.03.2011 01:30,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR GIURGIU,4791420,Giurgiu,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"724,664.80",RON,Offline,DA,NU,85200000-1,Servicii veterinare (Rev.2)
2250,118096,30.03.2011 01:30,SPITAL DE PNEUMOFTIZIOLOGIE Dr. Nicolae Rusdea Baia Mare,3627145,Maramures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"811,290.32",RON,Online,DA,NU,33111600-7,Aparate de radiografie (Rev.2)
2251,118149,30.03.2011 01:30,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR ALBA,5823920,Alba,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"590,038.30",RON,Offline,DA,NU,85200000-1,Servicii veterinare (Rev.2)
2252,118100,30.03.2011 01:30,Serviciul Judetean de Ambulanta Botosani,7494238,Botosani,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"797,000.00",RON,Offline,DA,NU,34300000-0,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)
2253,118147,30.03.2011 01:30,Municipiul Timisoara,14756536,Timis,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"88,525,712.00",RON,Offline,DA,DA,45251200-3,Lucrari de constructii de centrale termice (Rev.2)
2254,118135,30.03.2011 01:30,Primaria Municipiului Onesti,4353250,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"840,518.00",RON,Offline,DA,NU,37535200-9,Echipament pentru terenuri de joaca (Rev.2)
2255,118127,30.03.2011 01:30,Orasul Recas,2512589,Timis,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"615,000.00",RON,Offline,DA,NU,14212330-2,Bazalt concasat (Rev.2)
2256,118146,30.03.2011 01:30,SALUBRIS S.A. Iasi,RO 14816433,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"650,000.00",RON,Offline,DA,NU,34913000-0,Diverse piese de schimb (Rev.2)
2257,118081,30.03.2011 01:30,Spitalul Clinic Judetean de Urgenta Craiova,5002142,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,543,984.40",RON,Online,DA,NU,33141114-2,Tifon medical (Rev.2)
2258,118144,30.03.2011 01:30,UM 02032 CLUJ-NAPOCA,14619075,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"863,280.00",RON,Offline,DA,NU,44110000-4,Materiale de constructii (Rev.2)
2259,118092,30.03.2011 01:30,MUNICIPIUL BACAU,R4278337,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,448,709.68",RON,Online,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
2260,118158,30.03.2011 01:30,UNIVERSITATEA PETROL GAZE PLOIESTI,2844790,Prahova,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"720,000.00",RON,Offline,DA,DA,38540000-2,Masini si aparate de testare si masurare (Rev.2)
2261,118196,30.03.2011 08:54,UM 02032 CLUJ-NAPOCA,14619075,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"487,498.80",RON,Offline,NU,NU,44100000-1,Materiale de constructii si articole conexe (Rev.2)
2262,118211,30.03.2011 10:35,COMPLEXUL ENERGETIC CRAIOVA,R16299139,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"747,040.98",RON,Online,NU,NU,43414100-9,Mori de macinat carbune (Rev.2)
2263,118212,30.03.2011 10:42,UNIVERSITATEA TEHNICA DIN CLUJ NAPOCA,4288306,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"143,157.00",RON,Offline,NU,NU,30213100-6,Computere portabile (Rev.2)
2264,118217,30.03.2011 11:20,SPITALUL UNIVERSITAR DE URGENTA ELIAS,4192537,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"34,850.00",RON,Online,NU,NU,33600000-6,Produse farmaceutice (Rev.2)
2265,118507,30.03.2011 11:47,CN Aeroporturi Bucuresti SA,RO26490194,Ilfov,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"155,600.00",EUR,Offline,NU,NU,90733000-4,Servicii privind poluarea apei (Rev.2)
2266,118189,30.03.2011 12:16,SPITALUL JUDETEAN  DE URGENTA SLATINA,4394927,Olt,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"371,700.00",RON,Offline,NU,NU,33616000-1,Vitamine (Rev.2)
2267,118193,30.03.2011 12:25,COMPLEXUL ENERGETIC CRAIOVA,R16299139,Dolj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"88,857.60",RON,Offline,NU,NU,63120000-6,Servicii de depozitare si de antrepozitare (Rev.2)
2268,118223,30.03.2011 13:28,Spitalul Clinic Judetean de Urgenta Craiova,5002142,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,815.24",RON,Online,NU,NU,42123300-0,Compresoare pentru echipamente frigorifice (Rev.2)
2269,118184,30.03.2011 13:46,Societatea Nationala de Transport Gaze Naturale TRANSGAZ SA Medias,RO13068733,Sibiu,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"4,958,733.00",RON,Offline,NU,NU,45231100-6,Lucrari generale de constructii de conducte (Rev.2)
2270,118182,30.03.2011 13:53,SPITALUL JUDETEAN  DE URGENTA SLATINA,4394927,Olt,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"246,180.00",RON,Offline,NU,NU,33651400-2,Antivirale pentru uz sistemic (Rev.2)
2271,118225,30.03.2011 13:56,MINISTERUL APARARII - UNITATEA MILITARA 02542 FOCSANI,4297711,Vrancea,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"504,556.81",RON,Online,NU,NU,45316100-6,Instalare de echipament de iluminare exterioara (Rev.2)
2272,118203,30.03.2011 14:43,Spital Clinic Judetean de Urgenta Arad,3519879,Arad,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"143,535.70",RON,Online,NU,NU,33632000-9,Medicamente pentru sistemul musculo-scheletic (Rev.2)
2273,118205,30.03.2011 14:46,COMPLEXUL ENERGETIC ROVINARI SA,RO16302439,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"723,064.23",RON,Offline,NU,NU,15550000-8,Diverse produse lactate (Rev.2)
2274,118546,30.03.2011 14:50,Banca Nationala a Romaniei,R 361684,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"438,553.00",RON,Offline,NU,NU,18937000-6,Saci de ambalaj (Rev.2)
2275,118229,30.03.2011 15:04,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"240,000.00",RON,Offline,NU,NU,33199000-1,Imbracaminte pentru personalul medical (Rev.2)
2276,118536,30.03.2011 15:10,CN Aeroporturi Bucuresti SA,RO26490194,Ilfov,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"125,100.00",EUR,Offline,NU,NU,79311100-8,Servicii de elaborare de studii (Rev.2)
2277,118169,30.03.2011 16:23,CET GOVORA S.A,R10102377,Valcea,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"55,000.00",RON,Offline,NU,NU,50100000-6,Servicii de reparare si de intretinere a vehiculelor si a echipamentelor aferente si servicii conexe (Rev.2)
2278,118166,30.03.2011 16:45,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"327,640.00",RON,Offline,NU,NU,45310000-3,Lucrari de instalatii electrice (Rev.2)
2279,118168,30.03.2011 17:01,COMPLEXUL ENERGETIC CRAIOVA,R16299139,Dolj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"306,316.00",RON,Offline,NU,NU,50531000-6,Servicii de reparare si de intretinere a masinilor neelectrice (Rev.2)
2280,118227,30.03.2011 17:05,MINISTERUL APARARII - UNITATEA MILITARA 02542 FOCSANI,4297711,Vrancea,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"780,577.60",RON,Online,NU,NU,45316100-6,Instalare de echipament de iluminare exterioara (Rev.2)
2281,118576,30.03.2011 17:15,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"8,947.00",RON,Offline,NU,NU,24452000-7,Insecticide (Rev.2)
2282,118181,31.03.2011 01:30,CN Aeroporturi Bucuresti SA,RO26490194,Ilfov,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"6,019,800.00",RON,Offline,DA,NU,90900000-6,Servicii de curatenie si igienizare (Rev.2)
2283,118183,31.03.2011 01:30,MUNICIPIUL RAMNICU VALCEA,2540813,Valcea,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,693,548.00",RON,Offline,DA,NU,09100000-0,Combustibili (Rev.2)
2284,118180,31.03.2011 01:30,SPITALUL JUDETEAN  DE URGENTA SLATINA,4394927,Olt,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,158,240.00",RON,Online,DA,NU,33692800-5,Solutii de dializa (Rev.2)
2285,118544,31.03.2011 01:30,CN Aeroporturi Bucuresti SA,RO26490194,Ilfov,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"541,000.00",EUR,Offline,DA,NU,90911200-8,Servicii de curatare a constructiilor (Rev.2)
2286,118199,31.03.2011 01:30,Directia Generala de Asistenta Sociala si Protectia Copilului Sector 1,15318810,Bucuresti,Furnizare,NU,Licitatie restransa accelerata,Pretul cel mai scazut,"1,550,000.00",RON,Offline,DA,NU,15100000-9,"Produse de origine animala, carne si produse din carne (Rev.2)"
2287,118202,31.03.2011 01:30,JUDETUL BACAU,5057580,Bacau,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"3,861,716.54",RON,Offline,DA,NU,39162110-9,Rechizite scolare (Rev.2)
2288,118190,31.03.2011 01:30,COMUNA CIURILA (PRIMARIA CIURILA CLUJ),4924004,Cluj,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"732,800.00",RON,Offline,DA,DA,34144400-2,Vehicule de intretinere rutiera (Rev.2)
2289,118530,31.03.2011 01:30,Unitatea Militara 0251 Bucuresti,4192782,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,532,000.00",RON,Offline,DA,NU,35811300-5,Uniforme militare (Rev.2)
2290,118222,31.03.2011 01:30,Compania de Apa Arad S.A.,RO 1683483,Arad,Lucrari,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"72,693,782.00",RON,Offline,DA,DA,45231300-8,Lucrari de constructii de conducte de apa si de canalizare a apelor reziduale la mare distanta (Rev.2)
2291,118219,31.03.2011 01:30,Spitalul Clinic de Urgenta pentru Copii Louis Turcanu,4548538,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"687,705.10",RON,Offline,DA,NU,33651400-2,Antivirale pentru uz sistemic (Rev.2)
2292,118214,31.03.2011 01:30,SPITALUL CLINIC JUDETEAN DE URGENTA CONSTANTA,4301103,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,956,491.28",RON,Offline,DA,NU,33652100-6,Antineoplazice (Rev.2)
2293,118240,31.03.2011 01:30,UNITATEA MILITARA 01357 BUCURESTI,4265884,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,889,827.00",RON,Online,DA,NU,35420000-4,Piese de vehicule militare (Rev.2)
2294,118216,31.03.2011 01:30,Municipiul Piatra Neamt,2612790,Neamt,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"625,956.31",RON,Offline,DA,DA,79341000-6,Servicii de publicitate (Rev.2)
2295,118496,31.03.2011 01:30,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"512,833.00",RON,Offline,DA,NU,90914000-7,Servicii de curatare a parcarilor (Rev.2)
2296,118172,31.03.2011 01:30,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"2,990,545.00",RON,Offline,DA,NU,33141750-2,Proteze articulare (Rev.2)
2297,118200,31.03.2011 01:30,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"3,003,812.40",RON,Offline,DA,NU,90917000-8,Servicii de curatare a echipamentului de transport (Rev.2)
2298,118207,31.03.2011 01:30,SPITAL CLINIC JUDETEAN DE URGENTA ORADEA,4208498,Bihor,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"2,980,822.00",RON,Offline,DA,DA,48000000-8,Pachete software si sisteme informatice (Rev.2)
2299,118465,31.03.2011 01:30,S.C. Eptisa Romania S.R.L.,RO16193331,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"715,900.00",RON,Offline,DA,DA,48000000-8,Pachete software si sisteme informatice (Rev.2)
2300,118192,31.03.2011 01:30,"COMPANIA NATIONALA ""IMPRIMERIA NATIONALA""  S.A.",2779625,Bucuresti,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"4,256,842.10",RON,Offline,DA,NU,09134210-2,"Motorina (0,2) (Rev.2)"
2301,118449,31.03.2011 01:30,"SPITALUL MUNICIPAL DE URGENTA ""ELENA BELDIMAN""  BARLAD",4446481,Vaslui,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"9,039,920.70",RON,Online,DA,NU,33621200-1,Antihemoragice (Rev.2)
2302,118275,31.03.2011 10:25,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"122,220.00",RON,Offline,NU,NU,60100000-9,Servicii de transport rutier (Rev.2)
2303,118265,31.03.2011 10:29,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"162,000.00",RON,Offline,NU,NU,44812100-6,Emailuri si smalturi (Rev.2)
2304,118360,31.03.2011 10:40,"Administratia Nationala ""Apele Romane"" - Administratia Bazinala de Apa Siret",RO 18264854,Bacau,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"260,000.00",RON,Online,NU,NU,70122200-4,Servicii de achizitionare de teren (Rev.2)
2305,118361,31.03.2011 10:41,"Administratia Nationala ""Apele Romane"" - Administratia Bazinala de Apa Siret",RO 18264854,Bacau,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"400,000.00",RON,Online,NU,NU,70122200-4,Servicii de achizitionare de teren (Rev.2)
2306,118585,31.03.2011 10:43,SOCIETATEA NATIONALA A LIGNITULUI OLTENIA S.A. TG-JIU,RO16306589,Gorj,Servicii,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"128,850.00",RON,Offline,NU,NU,50532000-3,Servicii de reparare si de intretinere a masinilor si aparatelor electrice si a echipamentului conex (Rev.2)
2307,118310,31.03.2011 11:07,APA NOVA BUCURESTI,RO 12276949,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"328,000.00",RON,Offline,NU,NU,45213250-0,Lucrari de constructii de cladiri industriale (Rev.2)
2308,118281,31.03.2011 11:14,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"524,193.00",RON,Offline,NU,NU,45234115-5,Lucrari de semnalizare feroviara (Rev.2)
2309,118284,31.03.2011 11:32,COMPANIA NATIONALA A HUILEI SA,R2135187,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"12,000.00",RON,Offline,NU,NU,60180000-3,Inchiriere de vehicule de transport de marfuri cu sofer (Rev.2)
2310,118327,31.03.2011 11:45,SPITALUL JUDETEAN  DE URGENTA SLATINA,4394927,Olt,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"145,147.00",RON,Offline,NU,NU,39831200-8,Detergenti (Rev.2)
2311,118329,31.03.2011 11:50,Institutul National de Cercetare Dezvoltare in Domeniul Patologiei si Stiintelor Biomedicale Victor Babes,13828251,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"418,000.00",RON,Offline,NU,NU,33694000-1,Agenti diagnostici (Rev.2)
2312,118330,31.03.2011 12:01,Spitalul Clinic Judetean de Urgenta Craiova,5002142,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,845.29",RON,Online,NU,NU,42419510-4,Piese pentru ascensoare (Rev.2)
2313,118331,31.03.2011 12:08,SPITALUL JUDETEAN DE URGENTA VASLUI,3551942,Vaslui,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"477,337.48",RON,Offline,NU,NU,33652100-6,Antineoplazice (Rev.2)
2314,118290,31.03.2011 12:16,"Societatea Comerciala Filiala de Distributie  a Energiei Electrice ""Electrica Distributie Transilvania Sud"" S.A.",RO14493260,Brasov,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"234,000.00",RON,Offline,NU,NU,72000000-5,"Servicii IT: consultanta, dezvoltare de software, internet si asistenta (Rev.2)"
2315,118299,31.03.2011 13:00,"Universitatea de Medicina si Farmacie ""Carol Davila""",4192910,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"120,000.00",RON,Offline,NU,DA,79212100-4,Servicii de auditare financiara (Rev.2)
2316,118315,31.03.2011 13:08,SPITALUL JUDETEAN SATU MARE,3963722,Satu Mare,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"502,845.00",RON,Online,NU,NU,33651100-9,Antibacterieni pentru uz sistemic (Rev.2)
2317,118303,31.03.2011 13:15,Filiala de Distributie a Energiei Electrice  ELECTRICA  DISTRIBUTIE TRANSILVANIA NORD S.A.,RO14476722,Cluj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"288,000.00",RON,Offline,NU,NU,90910000-9,Servicii de curatenie (Rev.2)
2318,118305,31.03.2011 13:24,MINISTERUL APARARII - UNITATEA MILITARA 02417 FOCSANI,4297584,Vrancea,Servicii,NU,Licitatie restransa,Pretul cel mai scazut,"39,344.48",RON,Offline,NU,NU,79000000-4,"Servicii pentru intreprinderi: drept, marketing, consultanta, recrutare, tiparire si securitate (Rev.2)"
2319,118606,31.03.2011 13:43,Autoritatea Nationala de Reglementare in Domeniul Energiei,11514848,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"226,200.00",RON,Online,NU,NU,09132100-4,Benzina fara plumb (Rev.2)
2320,118334,31.03.2011 13:46,SPITALUL JUDETEAN DE URGENTA VASLUI,3551942,Vaslui,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"147,844.50",RON,Offline,NU,NU,33651300-1,Antimicobacteriacee (Rev.2)
2321,118335,31.03.2011 14:18,COMPLEXUL ENERGETIC CRAIOVA,R16299139,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"473,530.00",RON,Offline,NU,NU,44334000-0,Profile (Rev.2)
2322,118336,31.03.2011 14:25,"Universitatea de Medicina si Farmacie ""Carol Davila""",4192910,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"28,548.39",RON,Offline,NU,NU,30213100-6,Computere portabile (Rev.2)
2323,118337,31.03.2011 14:32,SPITALUL JUDETEAN DE URGENTA VASLUI,3551942,Vaslui,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"337,313.06",RON,Offline,NU,NU,33621200-1,Antihemoragice (Rev.2)
2324,118340,31.03.2011 14:57,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"190,000.00",RON,Offline,NU,NU,31625200-5,Sisteme de alarma de incendiu (Rev.2)
2325,118254,31.03.2011 15:31,SPITALUL JUDETEAN SATU MARE,3963722,Satu Mare,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"455,904.00",RON,Offline,NU,NU,33696100-6,Reactivi pentru determinarea grupelor sanguine (Rev.2)
2326,118255,31.03.2011 15:36,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,495.00",RON,Offline,NU,NU,24410000-1,Ingrasaminte azotate (Rev.2)
2327,118342,31.03.2011 15:44,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"443,500.00",RON,Offline,NU,NU,33696500-0,Reactivi de laborator (Rev.2)
2328,118260,31.03.2011 15:52,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,000,000.00",RON,Offline,NU,NU,24322300-0,"Dioli, polialcooli si derivati (Rev.2)"
2329,118345,31.03.2011 16:02,Orasul Anina (Primaria  Orasului  Anina Caras Severin),3227912,Caras-Severin,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"1,851,101.30",RON,Offline,NU,DA,45214200-2,Lucrari de constructii de institutii scolare (Rev.2)
2330,118257,31.03.2011 16:38,COMPANIA NATIONALA A HUILEI SA,R2135187,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"340,000.00",RON,Offline,NU,NU,60180000-3,Inchiriere de vehicule de transport de marfuri cu sofer (Rev.2)
