Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
680,149454,25.02.2014 01:30,MUNICIPIUL BOTOSANI,3372882,Botosani,Servicii,NU,Negociere,Pretul cel mai scazut,"10,497,000.00",RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
681,149467,25.02.2014 10:39,SERVICIUL PUBLIC PAVAJE SPATII VERZI,13939144,Calarasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"581,400.00",RON,Offline,NU,NU,09134200-9,Motorina (Rev.2)
682,149475,25.02.2014 10:45,SPITAL CLINIC JUDETEAN DE URGENTA ORADEA,4208498,Bihor,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"93,350.00",RON,Online,NU,NU,33694000-1,Agenti diagnostici (Rev.2)
683,149487,25.02.2014 10:52,SPITALUL DE URGENTA PETROSANI,4374873,Hunedoara,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"16,320.00",RON,Offline,NU,NU,33692800-5,Solutii de dializa (Rev.2)
684,149465,25.02.2014 11:38,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"221,187.00",RON,Online,NU,NU,66516100-1,Servicii de asigurare de raspundere civila auto (Rev.2)
685,149470,25.02.2014 11:42,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102,Dolj,Lucrari,DA,Negociere,Pretul cel mai scazut,"17,549,703.00",RON,Offline,NU,NU,45232221-7,Statie electrica de transformare (Rev.2)
686,149472,25.02.2014 11:47,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"195,300.00",RON,Offline,NU,NU,60100000-9,Servicii de transport rutier (Rev.2)
687,149476,25.02.2014 11:48,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"435,000.00",RON,Offline,NU,NU,71319000-7,Servicii de expertiza (Rev.2)
688,149479,25.02.2014 11:49,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"18,000.00",RON,Offline,NU,NU,50532000-3,Servicii de reparare si de intretinere a masinilor si aparatelor electrice si a echipamentului conex (Rev.2)
689,149482,25.02.2014 11:54,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"665,347.55",RON,Offline,NU,NU,43640000-1,Piese pentru excavatoare (Rev.2)
690,149484,25.02.2014 11:56,E. ON MOLDOVA DISTRIBUTIE S.A.,RO 14493197,Iasi,Servicii,DA,Negociere,Oferta cea mai avantajoasa d.p.d.v. economic,"428,000.00",RON,Offline,NU,NU,50532400-7,Servicii de reparare si de intretinere a echipamentului de distributie electrica (Rev.2)
691,149488,25.02.2014 11:57,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"875,520.00",RON,Offline,NU,NU,09211200-3,Uleiuri pentru compresoare (Rev.2)
692,149517,25.02.2014 15:06,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"136,800.00",RON,Online,NU,NU,18222000-1,Haine de serviciu (Rev.2)
693,149512,25.02.2014 15:31,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"132,338.00",EUR,Offline,NU,NU,30234500-3,Suporturi de stocare cu memorie (Rev.2)
694,149515,25.02.2014 16:26,"Institutul National de Cercetare Dezvoltare pentru Fizica si Inginerie Nucleara ""Horia Hulubei""",R 3321234,Ilfov,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"643,500.00",RON,Offline,NU,DA,45120000-4,Lucrari de sondaj si de foraj de recunoastere (Rev.2)
695,149471,26.02.2014 01:30,Compania de Apa Somes S.A.,R 201217,Cluj,Servicii,DA,Negociere,Pretul cel mai scazut,"506,741.00",EUR,Offline,DA,NU,50511100-1,Servicii de reparare si de intretinere a pompelor de lichid (Rev.2)
696,149509,26.02.2014 01:30,SPITALUL MUNICIPAL OLTENITA,4294138,Calarasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"740,067.38",RON,Online,DA,NU,33690000-3,Diverse medicamente (Rev.2)
697,149468,26.02.2014 01:30,Directia Generala de Asistenta Sociala si Protectia Copilului Iasi,9899076,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"819,863.24",RON,Offline,DA,NU,15811100-7,Paine (Rev.2)
698,149485,26.02.2014 01:30,SPITALUL CLINIC DE URGENTA SF.IOAN,4204178,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,609,250.00",RON,Online,DA,NU,31515000-9,Lampi cu ultraviolete (Rev.2)
699,149469,26.02.2014 01:30,SPITALUL CLINIC JUDETEAN DE URGENTA CONSTANTA,4301103,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,839,171.36",RON,Offline,DA,NU,33621300-2,Preparate impotriva anemiei (Rev.2)
700,149492,26.02.2014 01:30,U.A.T. JUDETUL HUNEDOARA,4374474,Hunedoara,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,728,000.00",RON,Offline,DA,NU,60130000-8,Servicii de transport rutier specializat de pasageri (Rev.2)
701,149493,26.02.2014 01:30,HIDRO PRAHOVA S.A.,RO16826034,Prahova,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"55,242,226.00",RON,Online,DA,NU,45000000-7,Lucrari de constructii (Rev.2)
702,149496,26.02.2014 01:30,CONSILIUL JUDETEAN CONSTANTA,2981739,Constanta,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"55,039,208.72",RON,Offline,DA,DA,45000000-7,Lucrari de constructii (Rev.2)
703,149478,26.02.2014 01:30,Universitatea din Bucuresti,4505502,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,855,000.00",RON,Offline,DA,DA,38433000-9,Spectrometre (Rev.2)
704,149481,26.02.2014 01:30,SPITALUL CLINIC JUDETEAN DE URGENTA SF.SPIRIDON IASI,4701312,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,131,889.14",RON,Offline,DA,NU,33141125-2,Material pentru suturi chirurgicale (Rev.2)
705,149483,26.02.2014 01:30,SPITALUL JUDETEAN SALAJ,4291719,Salaj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"4,044,554.00",RON,Offline,DA,NU,33652100-6,Antineoplazice (Rev.2)
706,149489,26.02.2014 01:30,Directia Generala Regionala a Finantelor Publice Timisoara,4358053,Timis,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,247,850.00",RON,Online,DA,NU,79341000-6,Servicii de publicitate (Rev.2)
707,149494,26.02.2014 01:30,Sectorul 2 al Municipiului Bucuresti,4204038,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"10,477,982.71",RON,Offline,DA,NU,71520000-9,Servicii de supraveghere a lucrarilor (Rev.2)
708,149518,26.02.2014 01:30,Ministerul Afacerilor Externe,4266863,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"16,490,030.08",RON,Online,DA,DA,72268000-1,Servicii de furnizare de software (Rev.2)
709,149486,26.02.2014 01:30,PUBLITRANS 2000 S.A.,13008995,Arges,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"9,500,000.00",RON,Offline,DA,NU,09134200-9,Motorina (Rev.2)
710,149508,26.02.2014 01:30,Inspectoratul pentru Situatii de Urgenta Avram Iancu al judetului Cluj,4288152,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"942,972.00",RON,Online,DA,NU,09134200-9,Motorina (Rev.2)
711,149513,26.02.2014 01:30,SPITALUL CLINIC DE URGENTA SF.IOAN,4204178,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,572,410.00",RON,Online,DA,NU,33164000-7,Aparate de celioscopie (Rev.2)
712,149506,26.02.2014 01:30,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"31,623.24",RON,Offline,DA,NU,90910000-9,Servicii de curatenie (Rev.2)
713,149507,26.02.2014 01:30,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"62,690.63",RON,Offline,DA,NU,90910000-9,Servicii de curatenie (Rev.2)
714,149498,26.02.2014 01:30,SPITALUL UNIVERSITAR DE URGENTA BUCURESTI,4283570,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,796,240.00",RON,Online,DA,NU,33141114-2,Tifon medical (Rev.2)
715,149466,26.02.2014 01:30,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,171,053.32",RON,Offline,DA,NU,33661100-2,Anestezice (Rev.2)
716,149503,26.02.2014 10:53,DIRECTIA PENTRU EVIDENTA PERSOANELOR SI ADMINISTRAREA BAZELOR DE DATE,26362870,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"328,520.00",RON,Offline,NU,NU,22450000-9,Imprimate nefalsificabile (Rev.2)
717,149536,26.02.2014 15:34,Universitatea din Bucuresti,4505502,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"315,000.00",RON,Offline,NU,DA,38000000-5,"Echipamente de laborator, optice si de precizie (cu exceptia ochelarilor) (Rev.2)"
718,149522,26.02.2014 15:44,REGIA AUTONOMA PENTRU ACTIVITATI NUCLEARE,RO10882752,Mehedinti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,703,415.00",RON,Offline,NU,NU,60130000-8,Servicii de transport rutier specializat de pasageri (Rev.2)
719,149497,27.02.2014 01:30,SC INDUSTRIAL SOFTWARE SRL,RO 10329907,Sibiu,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"969,800.00",RON,Offline,DA,DA,72262000-9,Servicii de dezvoltare software (Rev.2)
720,149535,27.02.2014 01:30,Universitatea din Bucuresti,4505502,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"674,000.00",RON,Offline,DA,DA,38518000-9,"Microscoape cu camp larg de cuprindere, microscoape stereoscopice sau microscoape de disectie (Rev.2)"
721,149510,27.02.2014 01:30,Directia Generala de Asistenta Sociala si Protectia Copilului Iasi,9899076,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,431,769.50",RON,Offline,DA,NU,15500000-3,Produse lactate (Rev.2)
722,149514,27.02.2014 01:30,Universitatea din Bucuresti,4505502,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"4,619,446.08",RON,Offline,DA,NU,79620000-6,"Servicii de asigurare de personal, inclusiv personal angajat temporar (Rev.2)"
723,149500,27.02.2014 01:30,SPITALUL CLINIC JUDETEAN DE URGENTA CONSTANTA,4301103,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"906,281.44",RON,Offline,DA,NU,33621100-0,Antitrombotice (Rev.2)
724,149499,27.02.2014 01:30,"Spitalul de Boli Infectioase si Tropicale ""Dr. Victor Babes""",4266049,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,014,510.22",RON,Online,DA,NU,33696000-5,Reactivi si produse de contrast (Rev.2)
725,149519,27.02.2014 01:30,REGIA AUTONOMA DE TRANSPORT CRAIOVA,RO 2315129,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"11,484,000.00",RON,Offline,DA,NU,09134220-5,Motorina (EN 590) (Rev.2)
726,149505,27.02.2014 01:30,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"60,146.94",RON,Offline,DA,NU,90910000-9,Servicii de curatenie (Rev.2)
727,149528,27.02.2014 01:30,Academia de Politie Alexandru Ioan Cuza Bucuresti,4266472,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"613,400.00",RON,Online,DA,NU,15131700-2,Preparate pe baza de carne (Rev.2)
728,149502,27.02.2014 01:30,Municipiul Moinesti,4591490,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"906,328.20",RON,Online,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
729,149520,27.02.2014 01:30,MINISTERUL FONDURILOR EUROPENE,20897750,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"52,073,182.00",RON,Offline,DA,DA,79411000-8,Servicii generale de consultanta in management (Rev.2)
730,149504,27.02.2014 01:30,Autoritatea Nationala pentru Administrare si Reglementare in Comunicatii,14751237,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"2,670,000.00",RON,Offline,DA,NU,79310000-0,Servicii de studii de piata (Rev.2)
731,149532,27.02.2014 01:30,SPITALUL JUDETEAN SALAJ,4291719,Salaj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"701,096.00",RON,Offline,DA,NU,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2)
732,149516,27.02.2014 01:30,Agentia pentru Finantarea Investitiilor Rurale,13533790,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,472,321.88",RON,Offline,DA,DA,72000000-5,"Servicii IT: consultanta, dezvoltare de software, internet si asistenta (Rev.2)"
733,149511,27.02.2014 01:30,JUDETUL MARAMURES (CONSILIUL JUDETEAN MARAMURES),3627315,Maramures,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"958,715.76",RON,Offline,DA,DA,71356200-0,Servicii de asistenta tehnica (Rev.2)
734,149523,27.02.2014 11:38,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"47,000.00",RON,Offline,NU,NU,71320000-7,Servicii de conceptie tehnica (Rev.2)
735,149533,27.02.2014 11:42,UNIVERSITATEA POLITEHNICA DIN BUCURESTI,4183199,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"303,180.00",RON,Offline,NU,NU,30211400-5,Configuratii informatice (Rev.2)
736,149539,27.02.2014 11:49,PENITENCIARUL SPITAL COLIBASI,11750504,Arges,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"147,639.60",RON,Online,NU,NU,33600000-6,Produse farmaceutice (Rev.2)
737,149540,27.02.2014 11:50,SOCIETATEA COMPLEXUL ENERGETIC HUNEDOARA S.A.,RO30855230,Hunedoara,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"398,330.00",RON,Offline,NU,NU,44442000-0,Rulmenti cu role (Rev.2)
738,149544,27.02.2014 11:52,COMUNA CANDESTI,15676397,Botosani,Servicii,NU,Negociere,Pretul cel mai scazut,"550,000.00",RON,Offline,NU,NU,66113000-5,Servicii de acordare de credit (Rev.2)
739,149545,27.02.2014 11:53,Regia Autonoma Administratia Patrimoniului Protocolului de Stat Bucuresti,RO 2351555,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"570,310.00",RON,Offline,NU,NU,09310000-5,Electricitate (Rev.2)
740,149531,27.02.2014 12:49,SPITALUL JUDETEAN SALAJ,4291719,Salaj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"366,300.00",RON,Offline,NU,NU,33696300-8,Reactivi chimici (Rev.2)
741,149538,27.02.2014 12:50,Spitalul Municipal Calafat,4830040,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"502,578.32",RON,Online,NU,NU,33690000-3,Diverse medicamente (Rev.2)
742,149555,27.02.2014 14:51,JUDETUL SIBIU,4406223,Sibiu,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"10,307,572.04",RON,Offline,NU,DA,45111230-9,Lucrari de stabilizare a solului (Rev.2)
743,149543,28.02.2014 01:30,SPITALUL UNIVERSITAR DE URGENTA BUCURESTI,4283570,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"34,858,376.40",RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
744,149542,28.02.2014 01:30,"SPITALUL MUNICIPAL DE URGENTA ""ELENA BELDIMAN""  BARLAD",4446481,Vaslui,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,366,241.28",RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
745,149521,28.02.2014 01:30,"Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""",4364594,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,326,763.50",RON,Offline,DA,NU,33141000-0,Consumabile medicale nechimice de unica folosinta si consumabile hematologice (Rev.2)
746,149546,28.02.2014 01:30,ORASUL PECICA,3519550,Arad,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"790,178.06",RON,Offline,DA,NU,09134200-9,Motorina (Rev.2)
747,149572,28.02.2014 01:30,JUDETUL TIMIS,4358029,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"7,567,994.00",RON,Offline,DA,DA,34928480-6,Containere si pubele de deseuri (Rev.2)
748,149526,28.02.2014 01:30,MUNICIPIUL BUCURESTI,4267117,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"34,544,911.00",RON,Online,DA,NU,50000000-5,Servicii de reparare si intretinere (Rev.2)
749,149537,28.02.2014 01:30,"COMPANIA NATIONALA ""IMPRIMERIA NATIONALA""  S.A.",2779625,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"2,711,085.48",RON,Offline,DA,NU,66515200-5,Servicii de asigurare a bunurilor (Rev.2)
750,149524,28.02.2014 01:30,Spitalul Clinic de Copii Brasov,4317738,Brasov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,750,000.00",RON,Offline,DA,NU,33692500-2,Solutii injectabile (Rev.2)
751,149530,28.02.2014 01:30,Compania de Apa Somes S.A.,R 201217,Cluj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"2,974,500.00",RON,Offline,DA,NU,44423740-0,Capace pentru guri de vizitare (Rev.2)
752,149529,28.02.2014 01:30,MUNICIPIUL ARAD,3519925,Arad,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"25,806,451.61",RON,Offline,DA,NU,77310000-6,Amenajare si intretinere de spatii verzi (Rev.2)
753,149541,28.02.2014 01:30,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"8,992,023.60",RON,Offline,DA,NU,60172000-4,Inchiriere de autobuze si de autocare cu sofer (Rev.2)
754,149568,28.02.2014 09:08,Societatea Nationala NUCLEARELECTRICA S.A.,10874881,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"353,646.00",EUR,Offline,NU,NU,38341600-3,Monitoare de radiatii (Rev.2)
755,149557,28.02.2014 10:23,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR SALAJ,4291778,Salaj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"174,700.50",RON,Online,NU,NU,33696500-0,Reactivi de laborator (Rev.2)
756,149566,28.02.2014 10:31,SERVICIUL PUBLIC PAVAJE SPATII VERZI,13939144,Calarasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"442,500.00",RON,Offline,NU,NU,44113610-4,Bitum (Rev.2)
757,149548,28.02.2014 10:34,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"10,000.00",RON,Offline,NU,NU,44111520-2,Materiale de izolatie termica (Rev.2)
758,149550,28.02.2014 10:36,URBIS S.A. Baia Mare,RO 10250004,Maramures,Servicii,DA,Negociere,Pretul cel mai scazut,"28,000.00",EUR,Offline,NU,NU,66514110-0,Servicii de asigurare a autovehiculelor (Rev.2)
759,149552,28.02.2014 10:37,HIDROELECTRICA SA,RO 13267213,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,600,000.00",RON,Offline,NU,NU,50531000-6,Servicii de reparare si de intretinere a masinilor neelectrice (Rev.2)
760,149553,28.02.2014 10:38,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"48,000.00",RON,Offline,NU,NU,44321000-6,Cablu (Rev.2)
761,149562,28.02.2014 10:40,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"108,501.00",RON,Offline,NU,NU,42130000-9,"Robinete, vane si dispozitive similare (Rev.2)"
762,149563,28.02.2014 10:40,SOCIETATEA COMPLEXUL ENERGETIC HUNEDOARA S.A.,RO30855230,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"453,792.00",RON,Offline,NU,NU,60180000-3,Inchiriere de vehicule de transport de marfuri cu sofer (Rev.2)
763,149592,28.02.2014 13:41,VITAL S.A.  BAIA MARE,RO9710087,Maramures,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"8,128,499.00",RON,Offline,NU,DA,45000000-7,Lucrari de constructii (Rev.2)
764,149594,28.02.2014 14:20,Consiliul Judetean Dâmbovita,4280205,Dambovita,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"10,664,425.00",RON,Online,NU,NU,45233140-2,Lucrari de drumuri (Rev.2)
765,149587,01.03.2014 01:30,U.A.T. JUDETUL HUNEDOARA,4374474,Hunedoara,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"31,852,995.50",RON,Offline,DA,DA,45233140-2,Lucrari de drumuri (Rev.2)
766,149570,01.03.2014 01:30,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"774,880.00",RON,Online,DA,NU,15860000-4,"Cafea, ceai si produse conexe (Rev.2)"
767,149554,01.03.2014 01:30,CENTRU DE ONCOLOGIE DROBETA TURNU SEVERIN,29015247,Mehedinti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"9,731,871.60",RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
768,149525,01.03.2014 01:30,JUDETUL SIBIU,4406223,Sibiu,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"25,857,678.00",RON,Offline,DA,DA,45233120-6,Lucrari de constructii de drumuri (Rev.2)
769,149564,01.03.2014 01:30,OMV PETROM S.A,RO 1590082,Bucuresti,Lucrari,DA,Licitatie restransa,Oferta cea mai avantajoasa d.p.d.v. economic,"12,000,000.00",EUR,Offline,DA,NU,45213252-4,Lucrari de constructii de ateliere (Rev.2)
770,149582,01.03.2014 01:30,"SPITALUL CLINIC DE URGENTA PENTRU COPII ,,Maria Skolodovska Curie""",4183164,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,334,500.00",RON,Offline,DA,NU,33191000-5,"Aparate de sterilizare, de dezinfectare si de igienizare (Rev.2)"
771,149580,01.03.2014 01:30,SPITALUL JUDETEAN DE URGENTA BRAILA,4342863,Braila,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"6,487,393.92",RON,Online,DA,NU,33651400-2,Antivirale pentru uz sistemic (Rev.2)
772,149551,01.03.2014 01:30,Regia Autonoma a Domeniului Public Cluj-Napoca,RO201233,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"941,305.00",RON,Offline,DA,NU,43000000-3,"Utilaje pentru minerit, cariere de piatra si constructii (Rev.2)"
773,149560,01.03.2014 01:30,Garda de Coasta,29521430,Constanta,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"4,617,960.00",RON,Offline,DA,NU,63720000-2,Servicii anexe pentru transportul naval (Rev.2)
774,149559,01.03.2014 01:30,ADMINISTRATIA DOMENIULUI PUBLIC SI DEZVOLTARE URBANA SECTOR 6,4364349,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"4,270,000.00",RON,Offline,DA,NU,09134220-5,Motorina (EN 590) (Rev.2)
775,149567,01.03.2014 01:30,SC LUCOSILV SRL,19206207,Suceava,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"24,299,363.00",RON,Offline,DA,DA,45000000-7,Lucrari de constructii (Rev.2)
776,149571,01.03.2014 01:30,CONSILIUL JUDETEAN SUCEAVA,4244512,Suceava,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"5,273,615.00",RON,Offline,DA,DA,72262000-9,Servicii de dezvoltare software (Rev.2)
777,149556,01.03.2014 01:30,SPITALUL CLINIC COLTEA,4192960,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"151,145,121.15",RON,Online,DA,NU,33621200-1,Antihemoragice (Rev.2)
778,149549,01.03.2014 01:30,Regia Autonoma a Domeniului Public Cluj-Napoca,RO201233,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,123,375.00",RON,Offline,DA,NU,42990000-2,Diverse utilaje cu utilizare speciala (Rev.2)
779,149583,01.03.2014 01:30,Banca Nationala a Romaniei,R 361684,Bucuresti,Lucrari,NU,Licitatie restransa,Oferta cea mai avantajoasa d.p.d.v. economic,"24,504,529.00",RON,Offline,DA,NU,45212350-4,Cladiri de interes istoric sau arhitectural deosebit (Rev.2)
780,149527,01.03.2014 01:30,SPITALUL JUDETEAN DE URGENTA TARGOVISTE,4206845,Dambovita,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"4,264,225.93",RON,Offline,DA,DA,48000000-8,Pachete software si sisteme informatice (Rev.2)
781,149590,01.03.2014 01:30,Centrul National SIS,27493318,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"4,354,643.70",RON,Online,DA,DA,48000000-8,Pachete software si sisteme informatice (Rev.2)
782,149585,01.03.2014 01:30,SPITALUL JUDETEAN DE URGENTA TARGOVISTE,4206845,Dambovita,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,829,496.00",RON,Offline,DA,NU,24455000-8,Dezinfectanti (Rev.2)
783,149561,01.03.2014 01:30,"Centrul Medical De Diagnostic Si Tratament Ambulatoriu ""Dr. Nicolae Kretzulescu""",4267079,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,641,161.32",RON,Offline,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
784,149581,01.03.2014 01:30,Institutul National de Gerontologie si Geriatrie  ANA ASLAN,4283333,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"814,607.93",RON,Online,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
