Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
353,132952,07.02.2012 12:09,Ministerul Apararii Nationale - U.M. 02022 Constanta,14810074,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"470,718.04",RON,Online,NU,NU,03221240-0,Tomate (Rev.2)
354,132946,07.02.2012 13:54,Spitalul Clinic Judetean de Urgenta Craiova,5002142,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"499,192.00",RON,Online,NU,NU,33192100-3,Paturi medicale (Rev.2)
355,132949,07.02.2012 14:30,SOCIETATEA NATIONALA A LIGNITULUI OLTENIA S.A. TG-JIU,RO16306589,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,219,359.00",RON,Offline,NU,NU,31321200-4,Cablu de joasa tensiune si de tensiune medie (Rev.2)
356,132948,07.02.2012 16:46,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"885,750.00",RON,Offline,NU,NU,45520000-8,Inchiriere de echipament de terasament cu operator (Rev.2)
357,132957,07.02.2012 16:47,Complexul Energetic Turceni S.A.,R 16302447,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,466,923.00",RON,Offline,NU,NU,43260000-3,"Cupe mecanice, excavatoare, incarcatoare mecanice cu lopata si utilaje miniere (Rev.2)"
358,132943,07.02.2012 16:59,Inspectoratul Scolar al Judetului Caras Severin,3228780,Caras-Severin,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"522,239.00",RON,Offline,NU,DA,55520000-1,Servicii de catering (Rev.2)
359,132921,07.02.2012 17:57,REGIA AUTONOMA PENTRU ACTIVITATI NUCLEARE,RO10882752,Mehedinti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"331,139.00",RON,Offline,NU,NU,50532100-4,Servicii de reparare si de intretinere a motoarelor electrice (Rev.2)
360,132927,07.02.2012 18:13,Compania de  Apa Oltenia SA,RO 11400673,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,200,000.00",RON,Online,NU,NU,09134200-9,Motorina (Rev.2)
361,132895,08.02.2012 01:30,SPITALUL DE PSIHIATRIE TULGHES,4367728,Harghita,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,824,000.00",RON,Online,DA,NU,09135100-5,Pacura pentru incalzirea locuintelor (Rev.2)
362,132944,08.02.2012 01:30,Institutul National de Medicina Legala Mina Minovici,4420554,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,651,026.00",RON,Offline,DA,NU,33696500-0,Reactivi de laborator (Rev.2)
363,132929,08.02.2012 01:30,ACET S.A. Suceava,RO713519,Suceava,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"73,516,603.00",RON,Offline,DA,DA,45232400-6,Lucrari de constructii de canalizare de ape reziduale (Rev.2)
364,132950,08.02.2012 01:30,Ministerul Dezvoltarii Regionale si Administratiei Publice,26369185,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"58,009,291.93",RON,Offline,DA,NU,45230000-8,"Lucrari de constructii de conducte, de linii de comunicatii si electrice, de autostrazi, de sosele, de aerodromuri si de cai ferate; lucrari de nivelare (Rev.2)"
365,132932,08.02.2012 01:30,JUDETUL TELEORMAN,4652686,Teleorman,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"53,980,661.00",RON,Offline,DA,DA,45215140-0,Lucrari de constructii de unitati spitalicesti (Rev.2)
366,132962,08.02.2012 01:30,"MINISTERUL ECONOMIEI,COMERTULUI SI TURISMULUI",24931499,Bucuresti,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"615,927.42",RON,Offline,DA,NU,22450000-9,Imprimate nefalsificabile (Rev.2)
367,132953,08.02.2012 01:30,MUNICIPIUL RAMNICU VALCEA,2540813,Valcea,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"3,929,177.08",RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
368,132945,08.02.2012 01:30,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"30,000,000.00",RON,Offline,DA,NU,31682540-7,Echipament pentru substatii (Rev.2)
369,132947,08.02.2012 01:30,Ministerul Afacerilor Externe,4266863,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"3,040,000.00",RON,Offline,DA,NU,92111250-9,Productie de filme de informare (Rev.2)
370,132972,08.02.2012 09:11,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"753,795.00",RON,Offline,NU,NU,45234140-9,Lucrari de constructii de pasaje la nivel (Rev.2)
371,132969,08.02.2012 11:09,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"20,258.00",RON,Online,NU,NU,24000000-4,Produse chimice (Rev.2)
372,132954,08.02.2012 12:23,Judetul  Mures,4322980,Mures,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"1,675,815.88",RON,Offline,NU,DA,45262700-8,Lucrari de modificare a cladirilor (Rev.2)
373,132961,08.02.2012 13:44,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,509,580.00",RON,Offline,NU,NU,43121400-1,Echipament de interventie pentru sonde (Rev.2)
374,132934,08.02.2012 15:29,COMPANIA NATIONALA A HUILEI SA,R2135187,Hunedoara,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,556,000.00",RON,Offline,NU,NU,24615000-8,"Fitile, capse detonante, initiatoare si detonatoare electrice (Rev.2)"
375,132983,08.02.2012 15:47,Societatea Nationala de Transport Gaze Naturale TRANSGAZ SA Medias,RO13068733,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"200,000.00",RON,Offline,NU,NU,71322200-3,Servicii de proiectare a conductelor (Rev.2)
376,132935,08.02.2012 15:52,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"376,134.00",RON,Online,NU,NU,18813000-1,Incaltaminte cu fete de piele (Rev.2)
377,132974,08.02.2012 17:34,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102,Dolj,Lucrari,DA,Negociere,Oferta cea mai avantajoasa d.p.d.v. economic,"5,704,250.00",RON,Offline,NU,NU,45232221-7,Statie electrica de transformare (Rev.2)
378,132968,09.02.2012 01:30,Primaria Municipiului Tirgu-Mures,4322823,Mures,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"28,578,686.00",RON,Offline,DA,DA,45233140-2,Lucrari de drumuri (Rev.2)
379,132967,09.02.2012 01:30,Ministerul Dezvoltarii Regionale si Administratiei Publice,26369185,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"38,087,158.06",RON,Offline,DA,NU,45230000-8,"Lucrari de constructii de conducte, de linii de comunicatii si electrice, de autostrazi, de sosele, de aerodromuri si de cai ferate; lucrari de nivelare (Rev.2)"
380,132951,09.02.2012 01:30,Ministerul Dezvoltarii Regionale si Administratiei Publice,26369185,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"208,604,928.22",RON,Offline,DA,NU,45230000-8,"Lucrari de constructii de conducte, de linii de comunicatii si electrice, de autostrazi, de sosele, de aerodromuri si de cai ferate; lucrari de nivelare (Rev.2)"
381,132966,09.02.2012 01:30,Ministerul Dezvoltarii Regionale si Administratiei Publice,26369185,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"49,188,875.81",RON,Offline,DA,NU,45230000-8,"Lucrari de constructii de conducte, de linii de comunicatii si electrice, de autostrazi, de sosele, de aerodromuri si de cai ferate; lucrari de nivelare (Rev.2)"
382,132941,09.02.2012 01:30,Ministerul Dezvoltarii Regionale si Administratiei Publice,26369185,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"276,341,234.67",RON,Offline,DA,NU,45230000-8,"Lucrari de constructii de conducte, de linii de comunicatii si electrice, de autostrazi, de sosele, de aerodromuri si de cai ferate; lucrari de nivelare (Rev.2)"
383,132959,09.02.2012 01:30,MUNICIPIUL BOTOSANI,3372882,Botosani,Servicii,NU,Negociere,Pretul cel mai scazut,"12,287,320.00",RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
384,132964,09.02.2012 01:30,COMPLEXUL ENERGETIC ROVINARI SA,RO16302439,Gorj,Servicii,DA,Negociere,Pretul cel mai scazut,"106,977,249.00",RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
385,132942,09.02.2012 01:30,APA CTTA SA ALBA,RO1755482,Alba,Lucrari,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"38,194,497.00",RON,Offline,DA,DA,45252127-4,Lucrari de constructii de statii de tratare a apelor reziduale (Rev.2)
386,132956,09.02.2012 01:30,Institutul Oncologic Prof. Dr. I. Chiricuta Cluj-Napoca,4547125,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,670,573.00",RON,Offline,DA,NU,33140000-3,Consumabile medicale (Rev.2)
387,132975,09.02.2012 01:30,MINISTERUL APARARII -UNITATEA MILITARA 02290 HEMEIUS,4353226,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,467,547.00",RON,Offline,DA,NU,39512000-4,Lenjerie de pat (Rev.2)
388,132963,09.02.2012 01:30,E-ON DISTRIBUTIE ROMANIA S.A.,RO10976687,Mures,Furnizare,DA,Negociere,Pretul cel mai scazut,"5,600,000.00",RON,Offline,DA,NU,44165000-4,"Furtunuri, conducte ascendente si mansoane (Rev.2)"
389,132960,09.02.2012 01:30,Primaria Municipiului Tirgu-Mures,4322823,Mures,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"316,649.00",RON,Offline,DA,NU,77310000-6,Amenajare si intretinere de spatii verzi (Rev.2)
390,132982,09.02.2012 01:30,Complexul Energetic Turceni S.A.,R 16302447,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"4,200,000.00",RON,Offline,DA,NU,50532200-5,Servicii de reparare si de intretinere a transformatoarelor (Rev.2)
391,132897,09.02.2012 01:30,Ministerul Apararii - U.M 02175 Constanta,4301383,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"992,663.72",RON,Online,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
392,132973,09.02.2012 01:30,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"8,348,976.50",RON,Offline,DA,NU,50222000-7,Servicii de reparare si de intretinere a materialului rulant (Rev.2)
393,132986,09.02.2012 12:09,Complexul Energetic Turceni S.A.,R 16302447,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,179,447.00",RON,Offline,NU,NU,43200000-5,"Utilaje pentru terasamente, utilaje de excavare si piese ale acestora (Rev.2)"
394,132989,09.02.2012 18:39,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"55,000.00",RON,Offline,NU,NU,50112000-3,Servicii de reparare si de intretinere a automobilelor (Rev.2)
395,132955,10.02.2012 01:30,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"6,752,646.00",RON,Offline,DA,NU,50222000-7,Servicii de reparare si de intretinere a materialului rulant (Rev.2)
396,132976,10.02.2012 01:30,Agentia pentru Finantarea Investitiilor Rurale,13533790,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"9,897,029.00",RON,Offline,DA,DA,72212218-0,Servicii de dezvoltare de software pentru gestionarea licentelor (Rev.2)
397,132987,10.02.2012 01:30,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"1,086,160.00",EUR,Offline,DA,NU,72267000-4,Servicii de intretinere si reparatii de software (Rev.2)
398,132988,10.02.2012 01:30,MINISTERUL APARARII - U.M.02275 BALTATESTI,6247787,Neamt,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"905,830.20",RON,Offline,DA,NU,15111200-1,Carne de manzat (Rev.2)
399,132979,10.02.2012 01:30,COMPANIA DE APA S.A. BUZAU,RO 22987337,Buzau,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"88,802,723.00",RON,Offline,DA,DA,45231300-8,Lucrari de constructii de conducte de apa si de canalizare a apelor reziduale la mare distanta (Rev.2)
400,132980,10.02.2012 09:17,REGIA AUTONOMA DE TRANSPORT CRAIOVA,RO 2315129,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"250,000.00",RON,Offline,NU,NU,34300000-0,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)
401,133007,10.02.2012 09:27,Complexul Energetic Turceni S.A.,R 16302447,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"980,802.36",RON,Offline,NU,NU,50532100-4,Servicii de reparare si de intretinere a motoarelor electrice (Rev.2)
402,133008,10.02.2012 09:32,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"98,000.00",RON,Offline,NU,NU,50531300-9,Servicii de reparare si de intretinere a compresoarelor (Rev.2)
403,132999,10.02.2012 09:36,Complexul Energetic Turceni S.A.,R 16302447,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,503,082.00",RON,Offline,NU,NU,50530000-9,Servicii de reparare si de intretinere a masinilor (Rev.2)
404,133012,10.02.2012 09:59,ADMINISTRATIA DOMENIULUI PUBLIC SA,RO 7997507,Bihor,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"548,198.00",RON,Offline,NU,NU,90600000-3,Servicii de curatenie si igienizare in mediu urban sau rural si servicii conexe (Rev.2)
405,132993,10.02.2012 10:24,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"39,096.00",RON,Offline,NU,NU,98310000-9,Servicii de spalatorie si de curatatorie uscata (Rev.2)
406,132985,10.02.2012 11:00,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"461,169.40",RON,Offline,NU,NU,33673000-8,Medicamente impotriva maladiilor obstructive ale cailor respiratorii (Rev.2)
407,133000,10.02.2012 12:21,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"160,000.00",RON,Online,NU,NU,66516100-1,Servicii de asigurare de raspundere civila auto (Rev.2)
408,133017,10.02.2012 13:40,Societatea Nationala de Transport Gaze Naturale TRANSGAZ SA Medias,RO13068733,Sibiu,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"70,000.00",RON,Offline,NU,NU,45310000-3,Lucrari de instalatii electrice (Rev.2)
409,132992,10.02.2012 13:48,COMPLEXUL ENERGETIC CRAIOVA,R16299139,Dolj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"12,506.89",RON,Offline,NU,NU,71330000-0,Diverse servicii de inginerie (Rev.2)
410,133006,10.02.2012 13:48,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"55,810.00",RON,Offline,NU,NU,24410000-1,Ingrasaminte azotate (Rev.2)
411,132970,11.02.2012 01:30,UNIVERSITATEA TRANSILVANIA BRASOV,RO 4317754,Brasov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"602,000.00",RON,Online,DA,DA,09332000-5,Instalatie solara (Rev.2)
412,133001,11.02.2012 01:30,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"4,000,000.00",RON,Offline,DA,NU,76110000-7,Servicii privind extractia gazelor (Rev.2)
413,133014,11.02.2012 01:30,SOCIETATEA ROMANA DE RADIODIFUZIUNE,RO8296093,Bucuresti,Servicii,NU,Negociere accelerata,Pretul cel mai scazut,"350,000.00",EUR,Offline,DA,NU,79342000-3,Servicii de comercializare (Rev.2)
414,132971,11.02.2012 01:30,INSPECTORATUL SCOLAR JUDETEAN HARGHITA,4246068,Harghita,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,189,720.00",RON,Offline,DA,DA,48931000-3,Pachete software de formare profesionala (Rev.2)
415,133016,11.02.2012 01:30,Spitalul Clinic de Urgenta Bucuresti,4505332,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"8,212,800.00",RON,Online,DA,NU,33141113-4,Bandaje (Rev.2)
416,132978,11.02.2012 01:30,APA PROD SA DEVA,R14071095,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"18,751,962.00",RON,Online,DA,DA,71520000-9,Servicii de supraveghere a lucrarilor (Rev.2)
417,133011,11.02.2012 01:30,Ministerul Dezvoltarii Regionale si Administratiei Publice,26369185,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"49,144,699.19",RON,Offline,DA,NU,45230000-8,"Lucrari de constructii de conducte, de linii de comunicatii si electrice, de autostrazi, de sosele, de aerodromuri si de cai ferate; lucrari de nivelare (Rev.2)"
418,133005,11.02.2012 01:30,"Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""",4364594,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,707,467.40",RON,Offline,DA,NU,33141320-9,Ace medicale (Rev.2)
419,133041,11.02.2012 01:30,PUBLITRANS 2000 S.A.,13008995,Arges,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"10,000,000.00",RON,Offline,DA,NU,09134200-9,Motorina (Rev.2)
420,133036,11.02.2012 01:30,MINISTERUL AFACERILOR INTERNE,4267095,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"5,598,709.68",RON,Offline,DA,DA,60420000-8,Servicii de transport aerian ocazional (Rev.2)
421,132997,11.02.2012 01:30,"Universitatea ""Alexandru Ioan Cuza"" Iasi",4701126,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,082,917.00",RON,Offline,DA,DA,38636000-2,Instrumente optice specializate (Rev.2)
422,132994,11.02.2012 01:30,MUNICIPIUL BAIA MARE,3627692,Maramures,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"693,750.00",RON,Offline,DA,DA,79311200-9,Servicii de realizare de studii (Rev.2)
423,133013,11.02.2012 01:30,Municipiul Craiova,4417214,Dolj,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"65,959,244.86",RON,Offline,DA,DA,45212100-7,Lucrari de constructii de complexe pentru petrecerea timpului liber (Rev.2)
424,133004,11.02.2012 01:30,UNIVERSITATEA POLITEHNICA TIMISOARA,4269282,Timis,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,900,000.00",RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
425,133039,11.02.2012 01:30,Palatele Brancovenesti de la Portile Bucurestiului,RO 4283520,Ilfov,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"5,836,000.00",RON,Online,DA,NU,90670000-4,Servicii de dezinfectare si dezinfestare in mediu urban sau rural (Rev.2)
426,132998,13.02.2012 09:22,SPITALUL CLINIC DR. C. I. PARHON,4540895,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"129,261.98",RON,Online,NU,NU,33696500-0,Reactivi de laborator (Rev.2)
427,133009,13.02.2012 09:41,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"77,000.00",RON,Offline,NU,NU,33141200-2,Catetere (Rev.2)
428,133038,13.02.2012 10:07,COMPLEXUL ENERGETIC CRAIOVA,R16299139,Dolj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"56,000.00",RON,Offline,NU,NU,71300000-1,Servicii de inginerie (Rev.2)
429,133026,13.02.2012 10:18,SOCIETATEA NATIONALA A LIGNITULUI OLTENIA S.A. TG-JIU,RO16306589,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"647,829.04",RON,Offline,NU,NU,60171000-7,Inchiriere de autoturisme particulare cu sofer (Rev.2)
430,132965,13.02.2012 10:39,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102,Dolj,Lucrari,DA,Negociere,Oferta cea mai avantajoasa d.p.d.v. economic,"5,330,920.00",RON,Offline,NU,NU,45232221-7,Statie electrica de transformare (Rev.2)
431,133050,13.02.2012 14:11,Complexul Energetic Turceni S.A.,R 16302447,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"194,000.00",RON,Offline,NU,NU,71242000-6,"Pregatire de proiecte si proiectare, estimare a costurilor (Rev.2)"
432,133028,13.02.2012 16:26,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"30,384.00",EUR,Offline,NU,NU,34113300-5,Vehicule de teren (Rev.2)
433,133030,13.02.2012 16:37,Institutul Clinic de Urologie si Transplant Renal Cluj,12653879,Cluj,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"364,800.00",RON,Offline,NU,NU,98310000-9,Servicii de spalatorie si de curatatorie uscata (Rev.2)
434,133023,14.02.2012 01:30,PENITENCIARUL POARTA ALBA,4301251,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"618,753.07",RON,Online,DA,NU,39800000-0,Produse de curatat si de lustruit (Rev.2)
435,133002,14.02.2012 01:30,Comuna Zagon,4404486,Covasna,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,826,600.00",RON,Offline,DA,NU,77230000-1,Servicii pentru silvicultura conexe (Rev.2)
436,133029,14.02.2012 01:30,Complexul Energetic Turceni S.A.,R 16302447,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"26,853,832.00",RON,Offline,DA,NU,42419800-4,Piese pentru transportoare (Rev.2)
437,133037,14.02.2012 01:30,Spitalul Clinic Judetean de Urgenta Craiova,5002142,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"23,041,217.35",RON,Online,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
438,133031,14.02.2012 01:30,INSTITUTUL NATIONAL DE ENDOCRINOLOGIE C.I. PARHON,4505367,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,839,628.03",RON,Offline,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
439,132995,14.02.2012 01:30,Compania Judeteana Apa Serv S.A. Neamt,RO15346437,Neamt,Servicii,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"16,883,466.00",RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
440,133015,14.02.2012 01:30,E-ON DISTRIBUTIE ROMANIA S.A.,RO10976687,Mures,Lucrari,DA,Negociere,Pretul cel mai scazut,"24,000,000.00",RON,Offline,DA,NU,71322200-3,Servicii de proiectare a conductelor (Rev.2)
441,132981,14.02.2012 01:30,Autoritatea Nationala pentru Administrare si Reglementare in Comunicatii,14751237,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"1,518,678.00",RON,Offline,DA,DA,72212000-4,Servicii de programare de software de aplicatie (Rev.2)
442,132996,14.02.2012 01:30,Ministerul Dezvoltarii Regionale si Administratiei Publice,26369185,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"257,513,643.55",RON,Offline,DA,NU,45230000-8,"Lucrari de constructii de conducte, de linii de comunicatii si electrice, de autostrazi, de sosele, de aerodromuri si de cai ferate; lucrari de nivelare (Rev.2)"
443,133042,14.02.2012 01:30,ORAS VOLUNTARI,4283481,Ilfov,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"68,332,869.82",RON,Offline,DA,DA,45233140-2,Lucrari de drumuri (Rev.2)
444,133021,14.02.2012 01:30,Complexul Energetic Turceni S.A.,R 16302447,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"5,778,297.00",RON,Offline,DA,NU,09134200-9,Motorina (Rev.2)
445,133035,14.02.2012 01:30,"Institutul Regional de Gastroenterologie-Hepatologie ""Prof. Dr. Octavian Fodor"" Cluj",4354523,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"54,934,922.65",RON,Offline,DA,NU,33652100-6,Antineoplazice (Rev.2)
446,133051,14.02.2012 01:30,Compania APA Brasov,R1096128,Brasov,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"32,850,858.00",RON,Offline,DA,DA,45231300-8,Lucrari de constructii de conducte de apa si de canalizare a apelor reziduale la mare distanta (Rev.2)
447,133024,14.02.2012 01:30,Compania APA Brasov,R1096128,Brasov,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"75,803,163.00",RON,Offline,DA,DA,45231300-8,Lucrari de constructii de conducte de apa si de canalizare a apelor reziduale la mare distanta (Rev.2)
448,133053,14.02.2012 08:56,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"324,423.00",RON,Offline,NU,NU,90620000-9,Servicii de deszapezire (Rev.2)
449,133065,14.02.2012 11:08,COMPLEXUL ENERGETIC CRAIOVA,R16299139,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"782,283.68",RON,Offline,NU,NU,42124000-4,"Piese pentru pompe, pentru compresoare, pentru masini sau pentru motoare (Rev.2)"
450,132984,14.02.2012 12:19,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,555,367.76",RON,Offline,NU,NU,90910000-9,Servicii de curatenie (Rev.2)
451,133054,14.02.2012 12:40,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"44,625.24",RON,Offline,NU,NU,90900000-6,Servicii de curatenie si igienizare (Rev.2)
452,133022,14.02.2012 15:04,Complexul Energetic Turceni S.A.,R 16302447,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"605,259.00",RON,Offline,NU,NU,42419800-4,Piese pentru transportoare (Rev.2)
453,133058,14.02.2012 15:27,MODATIM BUSINESS FACILITY SA,RO 16216494,Timis,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"19,180,000.00",RON,Offline,NU,DA,45210000-2,Lucrari de constructii de cladiri (Rev.2)
